"","V4","V3","V1","V1.1","V2","V4.1","V1.2","V2.1","V4.2","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V1.3","V2.8","V3.1","V1.4","V2.9","V2.10","V1.5","V1.6","V2.11","V1.7","V1.8","V1.9","V1.10","V3.2","V3.3","V3.4","V3.5","V2.12","V1.11","V2.13","V1.12","V2.14","V3.6","V2.15","V2.16","V4.3","V2.17","V1.13","V2.18","V3.7","V1.14","V3.8","V3.9","V2.19","V1.15","V1.16","V2.20","V2.21","V1.17","V1.18","V2.22","V2.23","V1.19"
"1",1.01830663615561,1.48101265822785,1.91954022988506,1.85714285714286,1.21333333333333,1.37320574162679,1.67326732673267,1.03154574132492,1.82119205298013,2.32203389830508,1.69005847953216,1.12587412587413,1.39263803680982,2.77011494252874,1.45070422535211,1.29885057471264,1.4936170212766,1.26356589147287,1.04878048780488,1.25698324022346,1.0749063670412,1.97674418604651,1.29940119760479,1.61410788381743,1.04050632911392,1.34146341463415,1.61410788381743,2.59322033898305,1.17391304347826,1.94623655913978,1.07235142118863,1.54545454545455,1.3741935483871,1.19555555555556,2.07826086956522,2.06467661691542,1.62721893491124,1.23890784982935,1.53333333333333,2.07389162561576,1.13654618473896,1.18461538461538,1.43514644351464,1.08695652173913,1.11510791366906,1.35359116022099,1.10526315789474,1.41322314049587,1.75109170305677,1.08387942332896,1.02088772845953,1.21857923497268,1.20875420875421,1.13577023498695,1.03755868544601,1.06936416184971,1.25806451612903,1.73267326732673
